designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,pmra,pmdec,ph_qual,w1_w2_color,w3mpro_1,w1mpro_1,snr_w1w2,w1_w2_zscore,w3_zscore,w1_zscore,anomaly_score,has_rosat,has_2mass,w1_w2_color_zscore_tier2,w3mpro_zscore_tier2,w1mpro_zscore_tier2,tier2_stealth_score,has_ps1,ps1_coverage,w1_w2_color_zscore_tier3,w3mpro_zscore_tier3,w1mpro_zscore_tier3,tier3_stealth_score,no_gaia_optical,no_rosat_xray,no_2mass_nir,no_ps1_deep_optical,spitzer_coverage,invisibility_count,final_stealth_score,pm_total,prime_score,has_nvss_radio,nvss_separation,gal_l,gal_b,w34_yso_flag
J112625.61-412044.0,171.6067224,-41.3455694,15.877,13.976,10.018,7.316,0.044,0.034,0.05,0.104,24.6,31.8,21.8,10.4,532.0,278.0,AAAA,1.901,10.018,15.877,782.2800000000001,3.037358,0.82965386,-0.59557706,9.760978,0,0,0.7181435,-0.25650045,0.2979028,4.654448,0,0,0.3782059,-0.35477707,0.041960478,2.9547603,1,1,1,1,0,4,19.521955490112305,600.2566117919902,26.944202967453002,0,999.9,286.23039678798136,18.75280295542459,True
J020721.91+044517.5,31.8413019,4.7548807,15.783,13.891,10.012,7.47,0.046,0.038,0.052,0.106,23.8,28.8,20.7,10.2,19.0,165.0,AAAA,1.8920002,10.012,15.783,685.44,3.0187032,0.83545583,-0.5392588,9.770034,0,0,0.68887216,-0.26505506,0.2193383,4.5760136,0,1,0.3482609,-0.36299527,-0.044565946,2.8729575,1,1,1,1,0,4,19.54006767272949,166.0903368652132,26.934030061693036,0,999.9,155.7061265653887,-53.21592448500424,True
J021518.61-283014.3,33.8275672,-28.5039967,15.188,13.399,9.717,7.253,0.033,0.029,0.04,0.102,32.5,37.8,27.2,10.7,-18.0,-81.0,AAAA,1.7889996,9.717,15.188,1228.5,2.8052042,1.1207385,-0.18277532,9.913944,0,0,0.35386953,-0.6856865,-0.27795917,3.8280494,0,1,0.005548249,-0.76708686,-0.59226084,2.086443,1,1,1,1,0,4,19.82788848876953,82.97590011563598,26.92230540382019,0,999.9,222.0628348163473,-71.42734181870095,True
J105332.21-370803.5,163.3842378,-37.1343133,15.101,13.313,9.748,7.1,0.032,0.029,0.048,0.09,33.7,37.4,22.5,12.1,204.0,225.0,AAAA,1.7880001,9.748,15.101,1260.38,2.8031325,1.0907595,-0.13065094,9.9148855,0,0,0.35061887,-0.6414844,-0.35067314,3.8039622,0,0,0.0022227901,-0.7246228,-0.6723438,2.061982,1,1,1,1,0,4,19.82977104187012,303.71203466441693,26.9208975630383,0,999.9,278.25443988323326,20.023992000043457,True
J050652.37-252451.7,76.7182167,-25.4143633,15.085,13.333,9.564,7.403,0.034,0.029,0.043,0.109,32.0,36.9,25.5,10.0,75.0,178.0,AAAA,1.7519999,9.564,15.085,1180.8,2.7285113,1.2686985,-0.121064946,9.967516,0,0,0.23353048,-0.9038443,-0.36404565,3.5839844,0,1,-0.11756037,-0.97666633,-0.68707156,1.8285301,1,1,1,1,0,4,19.93503189086914,193.1553778697347,26.92026666672905,0,999.9,226.82049658306784,-33.357466859186715,True
J072220.71-615700.5,110.5863228,-61.9501493,17.518,15.379,10.594,7.674,0.093,0.057,0.05,0.091,11.7,19.1,21.6,11.9,-132.0,242.0,AAAA,2.139,10.594,17.518,223.47,3.5306826,0.27262738,-1.5787519,9.422237,0,0,1.4922222,0.5648003,1.66944,6.4276137,0,0,1.1700999,0.43422893,1.5524929,4.817002,1,1,1,1,0,4,18.84447479248047,275.6592098951167,26.90614110870361,0,999.9,273.1516122674753,-20.252308174439133,True
J235449.55-323426.0,358.7064632,-32.5739032,13.876,12.275,9.265,7.181,0.025,0.022,0.033,0.093,43.5,49.1,32.7,11.7,-5.0,-276.0,AAAA,1.6010008,9.265,13.876,2135.85,2.4155214,1.557849,0.60328496,10.186623,0,0,-0.25758386,-1.3301787,-1.37452,2.4310637,0,0,-0.6199776,-1.3862367,-1.7999499,0.6190952,1,1,1,1,0,4,20.37324523925781,276.04528613979267,26.8967616245874,0,999.9,5.584772813788447,-76.58658330090414,True
J023239.39-265903.8,38.1641555,-26.9843961,14.959,13.197,9.678,7.347,0.031,0.028,0.041,0.103,35.0,39.2,26.4,10.5,-221.0,-2.0,AAAA,1.7620001,9.678,14.959,1372.0,2.74924,1.1584533,-0.045574125,9.939825,0,0,0.26605555,-0.74129474,-0.469356,3.6016102,0,1,-0.08428674,-0.8205085,-0.80305433,1.8498989,1,1,1,1,0,4,19.8796501159668,221.00904958847272,26.885239214426505,0,999.9,218.40246820531632,-67.50269134184106,True
J031322.14-443956.9,48.3422641,-44.6658304,15.505,13.697,9.696,7.281,0.036,0.029,0.039,0.102,30.3,37.6,28.2,10.6,-35.0,-274.0,AAAA,1.8080006,9.696,15.505,1139.28,2.8445892,1.1410466,-0.37270027,9.872637,0,0,0.41566902,-0.71562964,-0.013012249,3.9877381,0,0,0.06877004,-0.79585254,-0.3004635,2.2532432,1,1,1,1,0,4,19.74527359008789,276.22635645426743,26.8851668896965,0,999.9,254.14370236281655,-56.71692107825371,True
J014410.80+065118.3,26.045034,6.8550994,16.188,14.269,9.999,7.422,0.066,0.053,0.05,0.106,16.6,20.5,21.6,10.2,220.0,-8.0,AAAA,1.9189997,9.999,16.188,340.3,3.0746675,0.84802806,-0.7819069,9.714138,0,0,0.77668613,-0.28359205,0.5578345,4.79758,0,1,0.4380959,-0.38080338,0.32823437,3.1046288,1,1,1,1,0,4,19.42827606201172,220.14540649307222,26.884847248915253,0,999.9,145.42236414991245,-53.69769823494498,True
J011736.45-332458.6,19.4019026,-33.416297,15.588,13.777,9.678,7.126,0.042,0.035,0.042,0.089,25.6,31.2,25.6,12.2,106.0,-194.0,AAAA,1.8109999,9.678,15.588,798.72,2.8508062,1.1584533,-0.4224283,9.86767,0,0,0.42542407,-0.74129474,0.05635878,4.021599,0,0,0.0787496,-0.8205085,-0.22406222,2.2882264,1,1,1,1,0,4,19.735340118408203,221.0701246211256,26.88347991458885,0,999.9,262.59736581856004,-81.55063982984333,True
J091651.37-310110.4,139.2140746,-31.0195683,15.165,13.305,10.112,7.365,0.037,0.029,0.05,0.105,29.2,37.7,21.8,10.3,218.0,119.0,AAAA,1.8599997,10.112,15.165,1100.84,2.9523728,0.7387495,-0.16899543,9.796247,0,0,0.58479255,-0.12246762,-0.29718223,4.232466,0,0,0.24178593,-0.2260146,-0.613432,2.5174332,1,1,1,1,0,4,19.592493057250977,248.3646512690564,26.880899298998756,0,999.9,257.93574024236256,12.541026267808718,True
J191538.70+690243.8,288.9112735,69.0455239,16.779,14.817,9.982,7.021,0.059,0.039,0.034,0.064,18.4,27.6,31.5,16.9,66.0,756.0,AAAA,1.9619989,9.982,16.779,507.84,3.1637962,0.8644673,-1.1359935,9.652096,0,0,0.91653836,-0.30783075,1.0517882,5.175633,0,1,0.5811668,-0.40408894,0.8722467,3.498775,1,1,1,1,0,4,19.30419158935547,758.8754838575298,26.879152122096404,0,999.9,100.18752189664471,23.095912791904425,True
J223725.43-540002.4,339.3559591,-54.0006876,14.573,12.876,9.494,6.797,0.029,0.025,0.035,0.086,37.2,42.6,30.8,12.6,-10.0,-165.0,AAAA,1.6969995,9.494,14.573,1584.7200000000005,2.6145072,1.3363923,0.18569048,10.033801,0,0,0.054645672,-1.0036547,-0.7919721,3.1317034,0,0,-0.30056214,-1.072552,-1.1583651,1.3556644,1,1,1,1,0,4,20.067602157592773,165.3027525481654,26.878544323119545,0,999.9,336.0932176884599,-53.619994720697406,True
J191127.31+251418.0,287.8638017,25.2383569,15.486,13.733,9.416,6.677,0.063,0.038,0.045,0.065,17.1,28.2,24.4,16.6,-78.0,-52.0,AAAA,1.7530003,9.416,15.486,482.22,2.730585,1.411823,-0.36131674,9.9481735,0,0,0.23678422,-1.1148726,-0.028892374,3.6462507,0,1,-0.114231735,-1.1793966,-0.31795296,1.8911707,1,1,1,1,0,4,19.89634704589844,93.74433316206373,26.87200751397126,0,999.9,57.68436501890069,7.13461678635446,True
J131410.31+071520.7,198.5429781,7.2557729,16.355,14.438,9.923,7.446,0.063,0.047,0.051,0.099,17.2,23.1,21.5,11.0,-136.0,208.0,AAAA,1.9169998,9.923,16.355,397.32,3.0705223,0.92152387,-0.88196176,9.711891,0,0,0.7701818,-0.39195704,0.6974119,4.8119946,0,1,0.4314418,-0.48490727,0.4819569,3.1182952,1,1,1,1,0,4,19.42378234863281,248.51559307214507,26.870859724147333,0,999.9,319.15194983482604,69.40846052777232,True
J142239.12+102334.1,215.6630012,10.3928291,14.513,12.862,9.278,6.968,0.028,0.026,0.03,0.072,38.9,41.4,36.0,15.2,-7.0,110.0,AAAA,1.6509991,9.278,14.513,1610.4599999999998,2.5191576,1.5452777,0.22163862,10.097029,0,0,-0.0949678,-1.3116431,-0.84212005,2.8373551,0,1,-0.45361894,-1.3684299,-1.2135953,1.0440993,1,1,1,1,0,4,20.19405746459961,110.22250223978767,26.86213160448006,0,999.9,359.37161724844765,62.7758725868466,True
J013507.85-311717.6,23.7827225,-31.2882485,14.096,12.465,9.345,6.783,0.026,0.024,0.034,0.069,41.7,44.9,31.5,15.7,40.0,-243.0,AAAA,1.6309996,9.345,14.096,1872.33,2.4777029,1.4804844,0.47147638,10.125312,0,0,-0.16001484,-1.2161094,-1.1906459,2.6323707,0,0,-0.520163,-1.2766527,-1.5974416,0.83163005,1,1,1,1,0,4,20.25062370300293,246.27017683836587,26.85637553487259,0,999.9,239.10915290482097,-79.60448767366618,True
J154650.23+201600.5,236.7092934,20.2668162,16.908,14.901,10.17,7.331,0.09,0.061,0.043,0.092,12.1,17.7,25.2,11.8,203.0,-226.0,AAAA,2.007001,10.17,16.908,214.17,3.257076,0.6826604,-1.2132823,9.581936,0,0,1.0629044,-0.03976778,1.1596069,5.4665604,0,1,0.7309013,-0.14656663,0.990992,3.806545,1,1,1,1,0,4,19.16387176513672,303.78446306550967,26.856253724436947,0,999.9,32.91491035788538,49.4673807025117,True
J211820.65-711243.0,319.5860573,-71.2119467,15.55,13.835,9.193,6.986,0.041,0.036,0.035,0.109,26.5,30.2,30.9,10.0,374.0,176.0,AAAA,1.7150002,9.193,15.55,800.3,2.6518188,1.6274778,-0.39966124,9.997012,0,0,0.113191426,-1.432842,0.024598531,3.4212513,0,0,-0.24066898,-1.484863,-0.25904113,1.6519492,1,1,1,1,0,4,19.9940242767334,413.3424730172306,26.851975403413924,0,999.9,321.81357603572235,-37.09191336087803,True
J074540.86+384548.2,116.4202816,38.7633979,15.065,13.296,9.681,6.934,0.038,0.031,0.052,0.087,28.6,34.5,21.0,12.5,250.0,566.0,AAAA,1.769,9.681,15.065,986.7,2.7637494,1.1555529,-0.10908204,9.915496,0,0,0.28882247,-0.73701817,-0.38076192,3.646136,0,1,-0.060995836,-0.81640005,-0.7054819,1.8970447,1,1,1,1,0,4,19.83099174499512,618.7535858481953,26.847196624374398,0,999.9,180.92063539984755,26.628981308709932,True
J070401.10-555449.9,106.0045922,-55.9138784,15.247,13.387,10.089,7.644,0.029,0.024,0.036,0.097,37.9,44.8,30.3,11.2,220.0,284.0,AAAA,1.8599997,10.089,15.247,1697.9199999999998,2.9523728,0.7609926,-0.21812409,9.780483,0,0,0.58479255,-0.15526363,-0.22864734,4.227824,0,0,0.24178593,-0.257521,-0.5379516,2.5127907,1,1,1,1,0,4,19.56096649169922,359.2436499090833,26.83764485295334,0,999.9,266.2447996934385,-20.504334833810283,True
J193214.13-765510.4,293.0588789,-76.9195822,14.919,13.168,9.649,7.125,0.033,0.027,0.039,0.104,33.3,39.8,27.6,10.4,-50.0,-23.0,AAAA,1.7509995,9.649,14.919,1325.3399999999997,2.7264378,1.1864984,-0.021608885,9.937452,0,0,0.23027672,-0.78264534,-0.5027877,3.5027716,0,0,-0.120889,-0.8602331,-0.8398741,1.746943,1,1,1,1,0,4,19.87490463256836,55.036351623268054,26.835094247403337,0,999.9,317.63888200638064,-28.673583250035076,True
J030943.06-751034.1,47.4294503,-75.1761512,14.99,13.223,9.705,7.644,0.028,0.025,0.034,0.108,39.2,42.9,31.6,10.1,183.0,-124.0,AAAA,1.7670002,9.705,14.99,1681.68,2.759604,1.1323433,-0.064147286,9.91318,0,0,0.2823181,-0.70279706,-0.44344628,3.61213,0,0,-0.06764992,-0.7835246,-0.77451885,1.8622897,1,1,1,1,0,4,19.82636070251465,221.05429197371402,26.832997367837752,0,999.9,292.17729422040946,-38.92515515726432,True
J194616.38-434446.6,296.5682603,-43.7462939,14.208,12.677,8.77,5.941,0.028,0.027,0.027,0.053,38.4,40.6,39.5,20.5,165.0,-12.0,AAAA,1.5310001,8.77,14.208,1559.04,2.2704246,2.0365434,0.40437338,10.270462,0,0,-0.48525625,-2.0359838,-1.0970366,2.051179,0,0,-0.8528898,-2.0642884,-1.4943457,0.213011,1,1,1,1,0,4,20.540924072265625,165.43578814754684,26.83055543401184,0,999.9,355.4936825477695,-27.882817461214344,True
J041439.48-532535.2,63.6645227,-53.4264624,14.604,13.036,8.805,5.836,0.063,0.025,0.022,0.033,17.4,43.7,49.6,33.1,160.0,-28.0,AAAA,1.5679998,8.805,14.604,760.38,2.3471174,2.0026965,0.16711731,10.212514,0,0,-0.36491722,-1.9860785,-0.7660624,2.3479242,0,0,-0.72978115,-2.0163455,-1.1298296,0.5236046,1,1,1,1,0,4,20.42502784729004,162.43152403397562,26.830315763199078,0,999.9,262.55492226887225,-44.53365759123237,True
J143747.25-280449.8,219.4469097,-28.080524,15.561,13.7,9.968,7.326,0.05,0.043,0.051,0.107,21.6,25.1,21.3,10.1,-370.0,-150.0,AAAA,1.8610001,9.968,15.561,542.1600000000001,2.9544463,0.8780061,-0.4062515,9.774096,0,0,0.5880463,-0.32779282,0.033791993,4.2899923,0,1,0.24511456,-0.42326608,-0.24891599,2.5753336,1,1,1,1,0,4,19.54819107055664,399.2492955535426,26.824028177981642,0,999.9,329.8216943921452,29.179819052786158,True
J003912.09-130150.1,9.8003795,-13.0305981,15.165,13.366,9.805,7.192,0.036,0.032,0.051,0.106,29.7,34.3,21.3,10.3,-224.0,-277.0,AAAA,1.7989998,9.805,15.165,1018.71,2.8259325,1.0356369,-0.16899543,9.862257,0,0,0.3863946,-0.56020963,-0.29718223,3.8342514,0,1,0.038821876,-0.6465439,-0.613432,2.0963879,1,1,1,1,0,4,19.72451400756836,356.23728047468586,26.821393358510896,0,999.9,110.85233675080939,-75.61458389684616,True
J135354.02-075730.4,208.4750896,-7.9584626,15.322,13.51,9.809,7.469,0.037,0.032,0.054,0.103,29.1,34.2,20.2,10.5,-12.0,54.0,AAAA,1.8119993,9.809,15.322,995.22,2.8528779,1.0317689,-0.26305884,9.843228,0,0,0.4286747,-0.55450654,-0.16596296,3.9438522,0,1,0.08207506,-0.64106506,-0.46891463,2.2108543,1,1,1,1,0,4,19.68645668029785,55.31726674375732,26.82082582513386,0,999.9,328.4626291579148,51.7900314719306,True
J031355.44+481124.2,48.4810229,48.1900825,15.32,13.514,9.78,7.083,0.039,0.032,0.049,0.1,27.9,33.5,22.3,10.9,126.0,436.0,AAAA,1.8059998,9.78,15.32,934.65,2.840442,1.059814,-0.26186067,9.849186,0,0,0.4091615,-0.59585714,-0.16763443,3.9035752,0,1,0.062112782,-0.6807897,-0.4707555,2.1683314,1,1,1,1,0,4,19.69837188720703,453.8413819827363,26.813423024931335,0,999.9,146.0284912009125,-8.18832748083937,True
J223440.28-665846.2,338.6678398,-66.9795022,15.058,13.375,9.237,6.955,0.033,0.029,0.031,0.096,32.7,36.8,35.0,11.3,198.0,-150.0,AAAA,1.6829996,9.237,15.058,1203.36,2.585488,1.5849266,-0.10488814,10.028966,0,0,0.009111812,-1.370103,-0.38661245,3.1105242,0,0,-0.34714398,-1.424591,-0.7119253,1.3292451,1,1,1,1,0,4,20.05793190002441,248.4028985338134,26.809430172938075,0,999.9,321.05067063476366,-45.03644980576184,True
J134826.55+632402.2,207.1106378,63.4006338,14.784,13.078,9.474,6.953,0.027,0.024,0.029,0.068,40.3,44.7,37.0,16.0,316.0,45.0,AAAA,1.7060003,9.474,14.784,1801.41,2.633164,1.355734,0.059273448,9.992367,0,0,0.0839201,-1.0321727,-0.61561924,3.190342,0,1,-0.270614,-1.0999486,-0.9641403,1.4176714,1,1,1,1,0,4,19.98473358154297,319.18803235710453,26.803525878649445,0,999.9,112.4867722365785,52.55622616866796,True
J221627.33-624329.9,334.1139139,-62.7249811,14.26,12.614,9.372,6.917,0.028,0.025,0.039,0.092,39.4,43.8,28.0,11.8,119.0,-318.0,AAAA,1.6459999,9.372,14.26,1725.7199999999998,2.5087955,1.4543742,0.3732185,10.081166,0,0,-0.11122724,-1.1776117,-1.0535753,2.7258308,0,0,-0.47025257,-1.2396687,-1.4464799,0.9307041,1,1,1,1,0,4,20.16233253479004,339.53644870617353,26.79977200199627,0,999.9,327.4761051078404,-46.334260513893064,True
J020737.58+174925.5,31.9066029,17.8237549,15.748,13.909,9.783,7.374,0.044,0.038,0.042,0.101,24.5,28.6,25.9,10.8,42.0,-102.0,AAAA,1.8389997,9.783,15.748,700.7,2.9088442,1.0569125,-0.51828927,9.7936125,0,0,0.5164918,-0.5915792,0.19008565,4.177995,0,1,0.17191322,-0.67667997,-0.076783136,2.4551017,1,1,1,1,0,4,19.58722496032715,110.30865786510141,26.791405125501978,0,999.9,147.39967184720342,-41.399945431377404,True
J043454.85+314236.9,68.728545,31.710267,16.197,14.512,8.784,6.341,0.078,0.063,0.03,0.066,14.0,17.3,36.6,16.4,18.0,880.0,AAAA,1.6850004,8.784,16.197,242.2,2.5896354,2.0230045,-0.7872996,10.016114,0,0,0.015619309,-2.0160217,0.5653573,3.3368058,0,1,-0.3404867,-2.0451112,0.33651954,1.5562758,1,1,1,1,0,4,20.032228469848636,880.1840716577414,26.78309106676591,0,999.9,168.70435801688777,-10.669164748595504,True
J061842.10-415328.7,94.675449,-41.8913126,14.592,12.874,9.623,7.244,0.026,0.024,0.03,0.077,41.5,45.9,35.8,14.0,123.0,273.0,AAAA,1.7180004,9.623,14.592,1904.85,2.6580377,1.2116419,0.17430694,9.965883,0,0,0.12294956,-0.819718,-0.776092,3.2123384,0,0,-0.23068626,-0.895848,-1.1408757,1.4441595,1,1,1,1,0,4,19.93176651000977,299.4294574687,26.780323077390445,0,999.9,249.46785909007332,-23.5019880313833,True
J154242.52+012033.1,235.677174,1.3425278,15.234,13.454,9.689,7.106,0.038,0.032,0.048,0.102,28.4,33.8,22.8,10.7,-184.0,-58.0,AAAA,1.7799997,9.689,15.234,959.9199999999998,2.7865493,1.147816,-0.21033566,9.871036,0,0,0.3245982,-0.7256107,-0.23951226,3.7082872,0,1,-0.024396747,-0.80544114,-0.5499176,1.9633125,1,1,1,1,0,4,19.7420711517334,192.92485583770693,26.77024729722622,0,999.9,8.162152303383612,41.554200559769974,True
J162751.06+331436.4,246.9627539,33.2434534,15.392,13.556,9.921,7.353,0.036,0.032,0.049,0.109,30.3,34.4,22.3,10.0,-285.0,-324.0,AAAA,1.8360004,9.921,15.392,1042.32,2.9026272,0.92345876,-0.30499846,9.788072,0,0,0.50673676,-0.39480993,-0.10745686,4.075603,0,1,0.16193368,-0.48764798,-0.40447938,2.3515875,1,1,1,1,0,4,19.576143264770508,431.5101389307093,26.764504637685697,0,999.9,54.242120161405616,43.345450788147325,True
J235028.77-532205.4,357.619877,-53.3681747,15.294,13.514,9.667,7.057,0.036,0.031,0.041,0.101,30.1,35.2,26.8,10.8,210.0,-312.0,AAAA,1.7799997,9.667,15.294,1059.5200000000002,2.7865493,1.1690916,-0.24628323,9.867002,0,0,0.3245982,-0.75698024,-0.18936509,3.7148907,0,0,-0.024396747,-0.8355772,-0.4946884,1.9699161,1,1,1,1,0,4,19.7340030670166,376.09041466115565,26.759306974834328,0,999.9,322.0799310915117,-61.43519838532503,True
J005428.04-551959.3,13.6168671,-55.3331512,14.328,12.684,9.344,6.963,0.026,0.024,0.033,0.072,41.6,44.6,32.6,15.1,158.0,-258.0,AAAA,1.644,9.344,14.328,1855.36,2.50465,1.4814517,0.33247766,10.068605,0,0,-0.11773163,-1.2175359,-0.9967415,2.706723,0,0,-0.4769067,-1.278023,-1.3838863,0.9108478,1,1,1,1,0,4,20.137210845947266,302.5359482772254,26.758325772094725,0,999.9,302.02055733383537,-61.789739912661105,True
J101726.13-190924.1,154.3588996,-19.1567052,15.658,13.82,9.825,6.826,0.048,0.036,0.05,0.079,22.6,30.5,21.8,13.7,331.0,6.0,AAAA,1.8380003,9.825,15.658,689.3000000000001,2.9067726,1.0162963,-0.46436733,9.7803955,0,0,0.5132411,-0.5316929,0.11486408,4.1344304,0,1,0.16858776,-0.61914855,-0.15962784,2.4111638,1,1,1,1,0,4,19.560791015625,331.05437619823124,26.75133896661621,0,999.9,259.86561216286526,30.550964766312728,True
J151220.84+720824.3,228.0868548,72.1401064,15.778,13.939,9.783,7.427,0.035,0.03,0.037,0.081,31.0,36.0,29.1,13.3,199.0,-149.0,AAAA,1.8389997,9.783,15.778,1116.0,2.9088442,1.0569125,-0.53626305,9.775639,0,0,0.5164918,-0.5915792,0.21515924,4.1600213,0,1,0.17191322,-0.67667997,-0.049168527,2.437128,1,1,1,1,0,4,19.55127716064453,248.60008045050992,26.74223572725296,0,999.9,109.36089913782132,41.06956113521711,True
J182710.47+682637.1,276.7936622,68.443661,17.298,15.201,10.509,7.933,0.073,0.043,0.041,0.097,15.0,25.3,26.5,11.2,921.0,-313.0,AAAA,2.0970001,10.509,17.298,379.5,3.4436257,0.3548275,-1.4469434,9.416175,0,0,1.3556206,0.44360143,1.485566,6.0408144,0,1,1.0303544,0.31779575,1.3499846,4.4144835,1,1,1,1,0,4,18.83234977722168,972.7332625134189,26.730637650435444,0,999.9,98.6546286030939,27.299688654367472,True
J223104.73+170923.8,337.7697253,17.1566254,16.032,14.149,9.915,7.306,0.057,0.042,0.055,0.101,19.1,25.7,19.8,10.7,-186.0,118.0,AAAA,1.8829994,9.915,16.032,490.87,3.0000465,0.92926073,-0.6884423,9.705588,0,0,0.65959775,-0.4033645,0.4274506,4.468068,0,1,0.31831273,-0.4958662,0.18463698,2.761643,1,1,1,1,0,4,19.411176681518555,220.27255843613383,26.721423490437243,0,999.9,81.34905065815771,-34.14724956327141,True
J150822.31+103033.5,227.0929692,10.5093326,15.374,13.613,9.544,6.826,0.046,0.034,0.032,0.067,23.7,32.2,34.1,16.2,264.0,-112.0,AAAA,1.7609997,9.544,15.374,763.1400000000001,2.7471662,1.28804,-0.2942137,9.879346,0,0,0.2628018,-0.9323623,-0.12250166,3.5958753,0,1,-0.08761537,-1.004063,-0.42104885,1.8437896,1,1,1,1,0,4,19.758691787719727,286.77517326295873,26.717701849833105,0,999.9,12.293468396978682,53.767571090900475,True
J214015.20-355537.5,325.0633565,-35.927103,15.557,13.726,9.839,7.372,0.04,0.034,0.039,0.097,27.1,31.8,28.0,11.2,-39.0,-217.0,AAAA,1.8310003,9.839,15.557,861.7800000000001,2.8922632,1.0027574,-0.40385514,9.77707,0,0,0.4904742,-0.51173085,0.03044906,4.0540304,0,0,0.14529686,-0.5999714,-0.2525977,2.328144,1,1,1,1,0,4,19.554140090942383,220.47675614449702,26.714867365493888,0,999.9,8.3688220927104,-48.736378702285485,True
J195851.08-074239.2,299.7128348,-7.710897,15.265,13.454,9.855,7.136,0.041,0.035,0.05,0.097,26.7,31.3,21.9,11.2,-74.0,-493.0,AAAA,1.8109999,9.855,15.265,835.71,2.8508062,0.98728466,-0.22890882,9.804438,0,0,0.42542407,-0.48891726,-0.21360254,3.8727806,0,1,0.0787496,-0.57805485,-0.52138215,2.1394086,1,1,1,1,0,4,19.608875274658203,498.52281793314137,26.711209506961897,0,999.9,33.632143874373334,-18.4741319933135,True
J142441.50+175702.1,216.1729531,17.9506061,15.893,14.026,9.892,7.58,0.046,0.037,0.045,0.109,23.7,29.1,24.0,10.0,-109.0,18.0,AAAA,1.8669996,9.892,15.893,689.67,2.9668822,0.95150286,-0.60516304,9.722738,0,0,0.6075595,-0.43615916,0.3112753,4.33564,0,1,0.26507685,-0.5273713,0.05668821,2.623227,1,1,1,1,0,4,19.445476531982425,110.47624178980746,26.70641591338654,0,999.9,14.69171381438037,66.645703396651,True
J184154.05+373829.7,280.4752411,37.6415971,15.285,13.451,9.971,7.571,0.063,0.029,0.042,0.104,17.3,37.6,26.0,10.4,477.0,-762.0,AAAA,1.8339996,9.971,15.285,650.48,2.89848,0.8751056,-0.24089116,9.767207,0,0,0.50022924,-0.32351622,-0.19688709,4.0104666,0,1,0.1552764,-0.41915765,-0.50297266,2.285702,1,1,1,1,0,4,19.53441429138184,898.9844270063859,26.699635890707555,0,999.9,66.67572058308323,17.926457686463003,True
J180857.92+614428.7,272.2413384,61.7413251,13.841,12.293,9.048,6.91,0.024,0.022,0.023,0.045,45.1,49.9,48.0,23.9,-53.0,-256.0,AAAA,1.5479994,9.048,13.841,2250.49,2.3056605,1.7677009,0.624255,10.192788,0,0,-0.42996737,-1.6395924,-1.4037734,2.00982,0,1,-0.7963284,-1.6834836,-1.832168,0.17801458,1,1,1,1,0,4,20.385576248168945,261.4287665885298,26.6969482083329,0,999.9,90.91217578176922,28.638485405683593,True
J080236.29-713444.2,120.6512428,-71.5789538,14.519,12.859,9.367,7.326,0.025,0.023,0.024,0.058,43.2,47.3,45.5,18.6,28.0,-3.0,AAAA,1.6599998,9.367,14.519,2043.36,2.5378144,1.4592097,0.21804352,10.020301,0,0,-0.06569337,-1.1847411,-0.83710486,2.807996,0,0,-0.42367077,-1.2465179,-1.2080718,1.0181091,1,1,1,1,0,4,20.04060173034668,28.160255680657446,26.69408070319771,0,999.9,284.22190041871715,-20.284734818777622,True
J015943.57-505806.2,29.9315645,-50.9683973,16.585,14.663,9.899,6.953,0.059,0.045,0.042,0.076,18.3,24.2,25.6,14.3,-388.0,-211.0,AAAA,1.921999,9.899,16.585,442.86,3.0808845,0.94473344,-1.0197618,9.639991,0,0,0.7864412,-0.42617813,0.8896441,4.8019114,0,0,0.44807544,-0.51778275,0.6936704,3.1100824,1,1,1,1,0,4,19.27998161315918,441.6616351914665,26.691202689261246,0,999.9,279.0134867322968,-62.870767998333534,True
J052443.01-600052.4,81.1792109,-60.0145826,14.837,13.149,9.387,6.975,0.028,0.026,0.027,0.064,38.7,42.1,39.6,17.0,-60.0,154.0,AAAA,1.6879997,9.387,14.837,1629.2700000000002,2.5958524,1.439868,0.027519774,9.974879,0,0,0.02537435,-1.1562232,-0.5713226,3.0341275,0,0,-0.33050716,-1.2191212,-0.9153545,1.25472,1,1,1,1,0,4,19.94975852966309,165.27552752903256,26.68479581229184,0,999.9,268.85995397652755,-34.005452793086896,True
J114449.70+352156.8,176.2071127,35.3657814,16.508,14.555,10.095,7.217,0.069,0.05,0.05,0.096,15.8,21.7,21.7,11.3,550.0,35.0,AAAA,1.9529991,10.095,16.508,342.86,3.1451414,0.7551897,-0.9736288,9.59458,0,0,0.88726705,-0.14670768,0.82528824,4.9730854,0,1,0.5512218,-0.2493015,0.62279254,3.2928598,1,1,1,1,0,4,19.189159393310547,551.1125111989384,26.684441598288956,0,999.9,178.72196027060818,73.58599331008944,True
