designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,pmra,pmdec,ph_qual,w1_w2_color,w3mpro_1,w1mpro_1,snr_w1w2,w1_w2_zscore,w3_zscore,w1_zscore,anomaly_score,has_rosat,has_2mass,w1_w2_color_zscore_tier2,w3mpro_zscore_tier2,w1mpro_zscore_tier2,tier2_stealth_score,has_ps1,ps1_coverage,w1_w2_color_zscore_tier3,w3mpro_zscore_tier3,w1mpro_zscore_tier3,tier3_stealth_score,no_gaia_optical,no_rosat_xray,no_2mass_nir,no_ps1_deep_optical,spitzer_coverage,invisibility_count,final_stealth_score,pm_total,prime_score,has_nvss_radio,nvss_separation,gal_l,gal_b,w34_yso_flag
J070229.95+633113.6,105.6248286,63.5204484,14.702,12.1,7.605,5.143,0.029,0.022,0.018,0.033,37.3,48.4,61.6,32.6,366.0,277.0,AAAA,2.6019993,7.605,14.702,1805.32,4.4903846,3.1631682,0.10840268,18.324308,0,0,2.9980965,-3.6971216,-0.6841549,21.42522,0,1,2.7106314,-3.6601079,-1.0396216,19.987896,1,1,1,1,0,4,36.64861679077149,459.0043572777932,55.720551837882624,0,999.9,152.44303705787397,25.29591188873532,True
J212222.08-131628.6,320.5920085,-13.274613,15.692,12.769,9.317,6.988,0.052,0.027,0.04,0.096,21.1,39.8,27.0,11.3,247.0,-593.0,AAAA,2.9230003,9.317,15.692,839.78,5.1557536,1.5075619,-0.48473802,17.243866,0,0,4.042131,-1.2560335,0.1432814,22.741041,0,1,3.778694,-1.315007,-0.12833065,21.423855,1,1,1,1,0,4,34.48773193359375,642.384619990236,54.64926209123657,0,999.9,37.92405953745476,-39.4052350230568,True
J070137.50-222359.4,105.4062666,-22.3998378,14.931,11.949,9.993,5.134,0.033,0.022,0.053,0.035,33.2,49.3,20.3,31.2,394.0,879.0,AAAA,2.9819994,9.993,14.931,1636.76,5.2780466,0.85383,-0.028798513,17.086086,0,0,4.234021,-0.29214665,-0.49275813,22.848967,0,1,3.9750009,-0.38902158,-0.82882804,21.553865,1,1,1,1,0,4,34.17217254638672,963.2637229751778,54.55245215239105,0,999.9,234.11168639757975,-7.88572971532545,True
J045017.96+292051.3,72.5748745,29.347608,16.5,13.551,9.16,5.879,0.102,0.037,0.041,0.049,10.6,29.3,26.8,22.3,32.0,326.0,AAAA,2.9490004,9.16,16.5,310.58,5.209646,1.6593908,-0.9688361,17.149189,0,0,4.126694,-1.4798957,0.8186024,22.983416,0,1,3.8652034,-1.5300665,0.6154291,21.675962,1,1,1,1,0,4,34.298377990722656,327.566787083184,54.52756407352112,0,999.9,172.7078913314747,-9.656217945349232,True
J054047.11-080947.9,85.1963163,-8.1633273,15.062,12.285,8.76,4.582,0.038,0.023,0.026,0.025,28.5,47.2,41.1,43.6,162.0,578.0,AAAA,2.7770004,8.76,15.062,1345.2,4.853126,2.046214,-0.10728506,17.521414,0,0,3.567276,-2.0502427,-0.3832687,21.821524,0,1,3.2929103,-2.0779867,-0.7082427,20.449696,1,1,1,1,0,4,35.04282760620117,600.2732711024205,54.505616862111516,0,999.9,212.28933666615137,-19.39336932640615,True
J054854.58-722401.3,87.2274253,-72.4003719,11.31,9.226,6.277,5.045,0.023,0.02,0.015,0.026,46.9,54.6,72.0,41.2,172.0,221.0,AAAA,2.0840006,6.277,11.31,2560.74,3.4166803,4.4474235,2.1406565,19.061832,0,0,1.3133405,-5.590676,-3.5191665,17.602207,0,0,0.98710126,-5.479204,-4.1619406,15.971009,1,1,1,1,0,4,38.12366485595703,280.04463929880893,54.01361294275971,0,999.9,283.18587698553523,-30.47429427277661,True
J132328.25-561409.4,200.8677209,-56.2359561,14.48,11.743,9.019,5.008,0.03,0.023,0.026,0.029,36.0,48.2,41.4,37.4,-506.0,-139.0,AAAA,2.7369995,9.019,14.48,1735.2,4.770212,1.795746,0.24140996,17.245665,0,0,3.4371758,-1.680943,-0.86970127,21.01878,0,0,3.1598158,-1.7232083,-1.2439716,19.63198,1,1,1,1,0,4,34.491329193115234,524.7446998303079,53.371879344293596,0,999.9,307.4002008563182,6.357630988071088,True
J002533.14-070005.3,6.3880982,-7.0014966,14.798,12.175,8.288,5.514,0.033,0.023,0.024,0.04,33.1,47.3,46.1,27.0,-50.0,-267.0,AAAA,2.6230001,8.288,14.798,1565.63,4.533915,2.5026665,0.05088564,17.406631,0,0,3.0664003,-2.723253,-0.6039182,20.38822,0,1,2.7805073,-2.724533,-0.9512534,18.958755,1,1,1,1,0,4,34.813262939453125,271.64130760986995,53.0763013737555,0,999.9,104.78030483092127,-68.95604073374031,True
J134401.50-441508.2,206.00629,-44.2522931,16.483,13.6,9.103,6.971,0.078,0.033,0.028,0.075,13.9,33.0,38.8,14.5,-176.0,247.0,AAAA,2.8829994,9.103,16.483,458.7,5.07284,1.7145133,-0.95865077,16.83164,0,0,3.9120305,-1.5611705,0.8043937,22.030527,0,0,3.6455994,-1.6081455,0.5997805,20.698374,1,1,1,1,0,4,33.66328048706055,303.29028998634294,53.073523976306,0,999.9,312.77360840489996,17.612219249224836,True
J060738.02-065403.2,91.9084464,-6.9009076,13.234,10.687,8.492,4.907,0.026,0.02,0.025,0.027,41.6,54.8,42.7,40.9,171.0,416.0,AAAA,2.547,8.492,13.234,2279.68,4.3763824,2.3053868,0.98792756,17.575155,0,0,2.8192148,-2.4323766,-1.9110997,19.694777,0,1,2.5276327,-2.4450943,-2.390908,18.236866,1,1,1,1,0,4,35.15031051635742,449.7743878879721,53.05587869338989,0,999.9,214.16260206443516,-12.86377500496746,True
J010415.03-702418.9,16.0626591,-70.4052584,11.414,9.318,6.654,5.634,0.023,0.02,0.016,0.037,46.9,54.9,69.6,29.3,151.0,-153.0,AAAA,2.0959997,6.654,11.414,2574.81,3.4415522,4.082842,2.0783474,18.527267,0,0,1.3523669,-5.0531235,-3.4322448,17.005867,0,0,1.0270258,-4.9627895,-4.06621,15.37916,1,1,1,1,0,4,37.054534912109375,214.96511344867102,52.58779372399353,0,999.9,301.36665380349564,-46.68403405483658,True
J203305.71+201403.1,308.273816,20.2342147,14.961,12.398,8.118,4.784,0.048,0.025,0.02,0.029,22.8,43.3,54.2,38.0,-259.0,-603.0,AAAA,2.5630007,8.118,14.961,987.24,4.4095488,2.6670666,-0.046772875,17.182474,0,0,2.871256,-2.9656508,-0.46768373,19.643642,0,1,2.5808718,-2.9573996,-0.80121255,18.19172,1,1,1,1,0,4,34.36494827270508,656.269761607222,51.98042556838646,0,999.9,63.03966521807245,-11.576206487264884,True
J220831.44+793730.8,332.1310004,79.6252402,13.02,10.614,8.01,5.242,0.023,0.02,0.019,0.033,46.6,53.8,57.0,32.9,-323.0,123.0,AAAA,2.4060001,8.01,13.02,2507.08,4.084119,2.771509,1.1161416,17.525763,0,0,2.3606224,-3.1196444,-2.0899594,18.462273,0,1,2.058486,-3.1053379,-2.5878937,16.95159,1,1,1,1,0,4,35.0515251159668,345.6269665405175,51.91831970280052,0,999.9,115.78926487195173,19.0911197635283,True
J055335.12+032235.6,88.3963364,3.3765778,12.845,10.284,9.011,6.921,0.025,0.021,0.035,0.091,43.8,52.1,30.6,11.9,209.0,419.0,AAAA,2.5609999,9.011,12.845,2281.98,4.405401,1.8034828,1.2209897,17.142418,0,0,2.8647487,-1.6923505,-2.2362232,19.1517,0,1,2.5742147,-1.7341672,-2.7489805,17.699028,1,1,1,1,0,4,34.28483581542969,468.23284805745953,51.84552803439606,0,999.9,203.18138976643482,-11.246962411212284,True
J050442.75-032923.1,76.1781298,-3.4897683,14.426,11.926,8.114,6.131,0.029,0.022,0.023,0.055,36.9,49.9,47.2,19.7,108.0,367.0,AAAA,2.5,8.114,14.426,1841.31,4.278961,2.6709347,0.273763,17.117048,0,0,2.6663506,-2.971354,-0.914834,18.947386,0,1,2.3712506,-2.9628782,-1.2936783,17.471886,1,1,1,1,0,4,34.23409652709961,382.5611062301028,51.351144790649414,0,999.9,203.37258244621728,-25.254800939813286,True
J095650.26-364330.2,149.2094545,-36.7250721,16.966,14.066,9.379,7.085,0.093,0.039,0.035,0.097,11.7,27.9,31.4,11.2,165.0,8.0,AAAA,2.8999996,9.379,16.966,326.42999999999995,5.108078,1.4476049,-1.2480313,16.24761,0,0,3.9673226,-1.1676307,1.208082,21.483791,0,0,3.702164,-1.2300801,1.0443795,20.157999,1,1,1,1,0,4,32.49522018432617,165.19382555047267,51.34244529161774,0,999.9,268.1529177421361,14.092155829135557,True
J034507.41-551150.6,56.2809025,-55.1973977,15.062,12.366,9.002,5.831,0.029,0.022,0.028,0.033,37.6,50.2,39.2,32.5,109.0,-19.0,AAAA,2.696,9.002,15.062,1887.52,4.685229,1.8121861,-0.10728506,16.666681,0,0,3.3038278,-1.705183,-0.3832687,20.036226,0,0,3.023399,-1.7464951,-0.7082427,18.634083,1,1,1,1,0,4,33.3333625793457,110.64357188738983,51.30671168212891,0,999.9,267.02224656447044,-48.01845587410634,True
J060654.98-060439.2,91.7290924,-6.0775694,13.913,11.458,8.1,4.949,0.027,0.021,0.021,0.031,40.0,52.9,50.6,34.8,89.0,512.0,AAAA,2.455,8.1,13.913,2116.0,4.1856856,2.6844733,0.5811172,17.164885,0,0,2.519991,-2.991316,-1.3435959,18.550018,0,1,2.2215223,-2.9820554,-1.7658918,17.057676,1,1,1,1,0,4,34.329769134521484,519.677784785919,51.185685779571536,0,999.9,213.3252455795578,-12.657171819089061,True
J033327.31+310710.1,53.3638061,31.1194871,14.044,11.625,7.891,2.921,0.028,0.022,0.023,0.016,39.0,49.0,46.6,66.0,304.0,189.0,AAAA,2.4189997,7.891,14.044,1911.0,4.1110644,2.8865893,0.50263125,17.165709,0,0,2.4029026,-3.2893236,-1.2341073,18.290323,0,1,2.1017392,-3.2683449,-1.6453074,16.784506,1,1,1,1,0,4,34.331417083740234,357.96228851654195,50.94095460896873,0,999.9,159.2379883425899,-20.10006370549755,True
J040949.48-442902.4,62.4561749,-44.484022,16.176,13.707,7.327,5.343,0.042,0.029,0.013,0.027,25.9,37.3,81.2,39.8,401.0,44.0,AAAA,2.4690008,7.327,16.176,966.0699999999998,4.2147064,3.4320107,-0.77471787,17.017418,0,0,2.565528,-4.093513,0.5478057,18.916945,0,0,2.2681074,-4.0409126,0.31718922,17.429842,1,1,1,1,0,4,34.03483581542969,403.4067426308093,50.841243186662595,0,999.9,250.15761004099616,-46.97613503886316,True
J111408.79+480323.7,168.5366259,48.0565889,14.978,12.472,8.14,5.863,0.033,0.024,0.022,0.041,32.8,45.4,50.3,26.8,489.0,457.0,AAAA,2.5059996,8.14,14.978,1489.12,4.291397,2.645791,-0.05695766,16.785921,0,0,2.685864,-2.9342813,-0.4534759,18.663944,0,1,2.391213,-2.9272635,-0.78556484,17.19069,1,1,1,1,0,4,33.57184219360352,669.3056103156465,50.39804681529023,0,999.9,158.5516325935546,61.790754249266016,True
J053400.20-355942.2,83.5008423,-35.9950702,15.104,12.641,7.977,6.239,0.034,0.024,0.018,0.053,32.3,45.3,61.6,20.6,135.0,320.0,AAAA,2.4630003,7.977,15.104,1463.1899999999998,4.2022686,2.8034217,-0.13244848,16.679491,0,0,2.5460117,-3.1666982,-0.34816554,18.204454,0,0,2.248142,-3.1505413,-0.66958207,16.715105,1,1,1,1,0,4,33.35898208618164,347.3110997362451,49.79161866337364,0,999.9,240.6328249758737,-30.442574769823818,True
J222933.39+751316.2,337.3891284,75.2211918,13.892,11.422,8.526,5.483,0.025,0.021,0.023,0.032,42.6,52.2,46.4,33.9,-345.0,296.0,AAAA,2.4700003,8.526,13.892,2223.7200000000003,4.216778,2.2725062,0.5936989,16.652792,0,0,2.5687785,-2.3838964,-1.3611474,17.982603,0,1,2.2714329,-2.3985205,-1.7852222,16.495876,1,1,1,1,0,4,33.30558395385742,454.57782612001654,49.75854442539803,0,999.9,114.12380861338784,14.833189483048963,True
J183821.26+652746.7,279.5886175,65.462999,13.905,11.613,7.516,5.871,0.023,0.02,0.015,0.029,46.4,54.6,74.0,37.3,336.0,-227.0,AAAA,2.2919998,7.516,13.905,2533.44,3.8478198,3.2492366,0.5859105,17.003223,0,0,1.9898441,-3.8240244,-1.3502824,17.033604,0,1,1.6791743,-3.7820203,-1.7732562,15.480255,1,1,1,1,0,4,34.006446838378906,405.493526458808,49.59500070883392,0,999.9,95.50143109531332,25.842138318877694,True
J110034.32+083120.7,165.1430255,8.5224211,14.47,11.9,8.931,6.168,0.03,0.022,0.031,0.053,36.1,48.5,35.6,20.4,202.0,179.0,AAAA,2.5700006,8.931,14.47,1750.85,4.424058,1.8808475,0.24740085,16.340845,0,0,2.8940232,-1.8064198,-0.8780586,18.479212,0,1,2.6041627,-1.8437512,-1.2531759,17.02991,1,1,1,1,0,4,32.68169021606445,269.89812893015767,49.48008290892441,0,999.9,243.09566612975436,57.859533047047755,True
J212743.79-091500.7,321.9324712,-9.2501991,16.753,13.988,9.114,6.575,0.101,0.045,0.036,0.067,10.7,24.2,30.1,16.3,-131.0,-561.0,AAAA,2.7650003,9.114,16.753,258.94,4.8282523,1.7038751,-1.1204165,15.920153,0,0,3.5282464,-1.545485,1.0300584,19.928564,0,1,3.2529826,-1.5930768,0.84831464,18.552248,1,1,1,1,0,4,31.84030532836914,576.0920065406219,49.44799608537559,0,999.9,43.33038903449228,-38.826997424192086,True
J233928.85-405748.4,354.8702373,-40.9634526,15.496,12.793,9.32,6.584,0.04,0.024,0.034,0.058,27.4,44.6,32.1,18.8,67.0,-334.0,AAAA,2.703,9.32,15.496,1222.04,4.6997385,1.5046614,-0.36730817,15.988898,0,0,3.3265948,-1.2517569,-0.020534245,19.27499,0,0,3.04669,-1.3108985,-0.3087478,17.875465,1,1,1,1,0,4,31.97779655456543,340.6537831875642,49.2649933719635,0,999.9,345.26918594558833,-69.74048343692608,True
J201835.68+244722.0,304.6486789,24.7894626,16.496,13.807,8.833,6.341,0.07,0.034,0.025,0.044,15.5,31.5,43.9,24.6,78.0,-491.0,AAAA,2.6890001,8.833,16.496,488.25,4.6707196,1.975619,-0.9664398,16.009148,0,0,3.281061,-1.9461544,0.81525946,19.390102,0,1,3.0001082,-1.9779912,0.6117474,17.98534,1,1,1,1,0,4,32.01829528808594,497.15691687836346,49.23773513438446,0,999.9,64.93483049878414,-6.242056995197979,True
J131514.05+261841.3,198.8085642,26.311482,16.286,13.469,9.715,6.686,0.06,0.03,0.043,0.082,18.2,36.1,25.5,13.2,58.0,190.0,AAAA,2.8169994,9.715,16.286,657.02,4.9360356,1.1226724,-0.84062153,15.651493,0,0,3.69737,-0.688538,0.63974196,19.891573,0,1,3.4259987,-0.76982623,0.4184425,18.534716,1,1,1,1,0,4,31.30298614501953,198.65548066942426,48.9390847827652,0,999.9,25.539792654541042,84.62433416786754,True
J203253.01+633959.0,308.2209113,63.6664026,13.902,11.254,9.748,3.971,0.026,0.02,0.031,0.022,42.1,54.2,35.0,50.0,-147.0,-126.0,AAAA,2.6480007,9.748,13.902,2281.82,4.5857363,1.0907595,0.5877075,15.981055,0,0,3.147713,-0.6414844,-1.3527893,18.507792,0,1,2.8636913,-0.7246228,-1.776017,17.087683,1,1,1,1,0,4,31.96211051940918,193.61043360315063,48.88924872518375,0,999.9,98.54686335501518,13.860752072938073,True
J155457.51-183018.1,238.7396471,-18.5050435,14.699,12.293,8.033,5.929,0.032,0.025,0.021,0.044,33.6,43.4,51.4,24.9,-217.0,-115.0,AAAA,2.4060001,8.033,14.699,1458.24,4.084119,2.7492666,0.11019965,16.486456,0,0,2.3606224,-3.08685,-0.6866618,17.411844,0,1,2.058486,-3.0738328,-1.0423824,15.901163,1,1,1,1,0,4,32.9729118347168,245.58908770545975,48.839477669040754,0,999.9,352.3315089232263,26.283737160766243,True
J121048.73-460312.2,182.7030468,-46.0534057,13.52,11.24,7.786,5.035,0.054,0.022,0.019,0.03,20.3,48.4,58.4,36.8,46.0,174.0,AAAA,2.2800007,7.786,13.52,982.52,3.8229482,2.9881306,0.81657577,16.767616,0,0,1.9508177,-3.4390397,-1.6720624,16.546925,0,0,1.6392498,-3.412174,-2.1276462,14.989086,1,1,1,1,0,4,33.53523254394531,179.97777640586628,48.82730327891693,0,999.9,295.6090280149998,16.239901880482332,True
J222447.03+281218.7,336.1959885,28.2052089,15.458,12.718,9.661,7.136,0.039,0.024,0.044,0.108,27.8,45.3,24.4,10.0,147.0,-444.0,AAAA,2.7399998,9.661,15.458,1259.34,4.776431,1.1748935,-0.34454113,15.747091,0,0,3.4469337,-0.7655348,-0.052294496,19.239914,0,1,3.1697986,-0.8437954,-0.3437267,17.854239,1,1,1,1,0,4,31.49418258666992,467.7018280913599,48.75299338439773,0,999.9,87.62382959828443,-24.43295973184528,True
J093730.45+754515.7,144.3768893,75.7543865,14.804,12.387,8.098,6.014,0.03,0.023,0.019,0.048,36.7,47.5,57.9,22.7,360.0,211.0,AAAA,2.4169998,8.098,14.804,1743.2500000000002,4.106919,2.6864083,0.04729111,16.39766,0,0,2.396398,-2.994169,-0.5989038,17.402098,0,1,2.0950851,-2.9847963,-0.9457308,15.895533,1,1,1,1,0,4,32.795318603515625,417.2780847348684,48.64857430464234,0,999.9,136.08863989375658,35.95366194744731,True
J053131.71+023501.2,82.8821477,2.583674,16.156,13.585,8.484,5.995,0.068,0.033,0.022,0.045,16.0,32.5,49.0,24.4,230.0,531.0,AAAA,2.571,8.484,16.156,520.0,4.42613,2.3131227,-0.76273495,15.985338,0,0,2.8972738,-2.4437826,0.5310895,18.349878,0,1,2.6074882,-2.4560518,0.2987789,16.900951,1,1,1,1,0,4,31.97067642211914,578.6717549699484,48.4099982383728,0,999.9,201.1549521217839,-16.45121452696229,True
J060747.10+313306.5,91.9462715,31.551832,12.183,10.161,6.946,3.973,0.023,0.019,0.014,0.025,47.1,56.6,78.0,43.9,129.0,399.0,AAAA,2.0219994,6.946,12.183,2665.86,3.2881646,3.8004603,1.6176152,17.1828,0,0,1.1116858,-4.6367693,-2.7895193,14.776964,0,1,0.7808054,-4.562807,-3.358349,13.122562,1,1,1,1,0,4,34.3656005859375,419.33518812520373,48.263045339018554,0,999.9,180.13109955049606,5.452318534344038,True
J215308.51+244053.2,328.2854769,24.6814665,15.695,12.909,9.951,7.072,0.045,0.026,0.049,0.089,23.9,41.1,22.4,12.2,-108.0,-428.0,AAAA,2.7859993,9.951,15.695,982.29,4.871779,0.8944463,-0.486535,15.470471,0,0,3.5965443,-0.35203287,0.14578821,19.28508,0,1,3.3228521,-0.446553,-0.12556979,17.91662,1,1,1,1,0,4,30.940942764282227,441.41590365549814,48.18123174080829,0,999.9,79.20832501775743,-22.684311224246784,True
J104441.35+552147.2,161.1722993,55.3631318,16.727,13.913,9.693,7.344,0.079,0.034,0.04,0.099,13.8,32.0,27.2,10.9,365.0,127.0,AAAA,2.8139992,9.693,16.727,441.6,4.9298167,1.1439481,-1.1048386,15.400533,0,0,3.6876118,-0.7199076,1.0083269,19.621117,0,1,3.4160159,-0.7999623,0.8243809,18.263138,1,1,1,1,0,4,30.80106544494629,386.46345234704927,48.13590014919159,0,999.9,153.19265784371726,53.66906901318492,True
J143851.85-071028.3,219.7160605,-7.1745388,16.09,13.393,9.325,6.831,0.055,0.032,0.032,0.077,19.9,34.3,34.4,14.1,129.0,275.0,AAAA,2.6970005,9.325,16.09,682.5699999999999,4.6873026,1.499826,-0.7231923,15.588455,0,0,3.3070815,-1.2446274,0.47592708,18.811869,0,1,3.0267277,-1.3040494,0.23802623,17.410097,1,1,1,1,0,4,31.176910400390625,303.75318928366823,47.993738988052364,0,999.9,343.9787919984064,46.95588988698259,True
J125918.37-080132.1,194.8265466,-8.0255995,13.32,11.006,8.266,5.767,0.025,0.022,0.021,0.047,42.9,50.1,51.3,23.1,170.0,164.0,AAAA,2.3140001,8.266,13.32,2149.29,3.893422,2.523942,0.9364025,16.402582,0,0,2.0613985,-2.7546227,-1.8392218,16.291279,0,1,1.7523757,-2.7546692,-2.311746,14.746165,1,1,1,1,0,4,32.8051643371582,236.21176939348302,47.98739504849831,0,999.9,306.31182803366636,54.79450364202289,True
J051757.75-540339.9,79.4906424,-54.0611049,15.456,12.946,8.55,7.296,0.031,0.023,0.021,0.077,34.6,47.5,52.8,14.1,16.0,344.0,AAAA,2.5100002,8.55,15.456,1643.5,4.29969,2.2492967,-0.34334293,15.929671,0,0,2.6988757,-2.3496754,-0.05396596,17.649628,0,0,2.404524,-2.365645,-0.34556755,16.17787,1,1,1,1,0,4,31.85934257507324,344.37189200049414,47.85273382213371,0,999.9,261.68476548518913,-35.19599266144322,True
J194740.96-513823.9,296.9206801,-51.6399919,14.625,12.153,8.759,6.147,0.03,0.023,0.026,0.057,36.8,48.0,41.1,19.1,-60.0,-283.0,AAAA,2.4720001,8.759,14.625,1766.4,4.2209234,2.0471816,0.1545356,15.888078,0,0,2.575283,-2.0516691,-0.7485108,17.125315,0,0,2.278087,-2.079357,-1.1104994,15.639333,1,1,1,1,0,4,31.77615547180176,289.29051142407,47.48628737258366,0,999.9,346.6706764982176,-29.455113140535495,True
J233511.78+110741.9,353.7990993,11.12833,14.556,12.226,7.974,6.155,0.031,0.024,0.021,0.053,34.8,44.6,51.1,20.6,150.0,-389.0,AAAA,2.33,7.974,14.556,1552.08,3.9265862,2.8063233,0.19587584,16.18512,0,0,2.113437,-3.1709762,-0.8061808,16.375706,0,1,1.8056116,-3.154651,-1.1740137,14.836581,1,1,1,1,0,4,32.3702392578125,416.9184572551328,47.45477075195313,0,999.9,94.61434326920775,-47.50782730619444,True
J054111.81-085730.5,85.299232,-8.9584836,15.315,12.586,9.967,3.645,0.042,0.025,0.071,0.023,26.1,43.7,15.4,48.2,381.0,66.0,AAAA,2.7289991,9.967,15.315,1140.5700000000002,4.753629,0.87897354,-0.25886494,15.320482,0,0,3.411155,-0.32921928,-0.1718135,18.554857,0,1,3.1331964,-0.42463645,-0.47535807,17.165064,1,1,1,1,0,4,30.64096450805664,386.67428153421326,47.36479742118034,0,999.9,213.09569337792476,-19.648362870598458,True
J221945.69+654006.9,334.9404104,65.6685908,15.884,13.46,8.012,5.479,0.04,0.027,0.018,0.033,26.9,40.2,59.8,32.8,206.0,-24.0,AAAA,2.4239998,8.012,15.884,1081.38,4.1214285,2.7695749,-0.59977096,15.918878,0,0,2.4191651,-3.116793,0.30375332,17.035204,0,1,2.118376,-3.1025984,0.048403915,15.531259,1,1,1,1,0,4,31.83775520324707,207.39334608419819,47.27269765227104,0,999.9,108.14392446410955,7.250633702699499,True
J093450.24-101958.0,143.7093513,-10.3328024,16.93,14.072,10.064,6.784,0.099,0.04,0.058,0.073,11.0,27.0,18.6,14.9,217.0,-121.0,AAAA,2.8580008,10.064,16.93,297.0,5.021023,0.7851687,-1.2264628,15.0143585,0,0,3.830724,-0.1909098,1.1779939,19.497494,0,1,3.5624218,-0.29176554,1.0112423,18.155983,1,1,1,1,0,4,30.028717041015625,248.4552273549502,47.19313650625488,0,999.9,244.2650949505786,29.399387499853255,True
J223024.43-455203.4,337.6017917,-45.8676352,15.904,13.292,9.104,7.093,0.05,0.03,0.033,0.103,21.7,36.4,33.0,10.5,-117.0,-354.0,AAAA,2.6120005,9.104,15.904,789.88,4.511115,1.7135459,-0.6117539,15.491911,0,0,3.0306246,-1.559744,0.32046956,17.968462,0,0,2.7439082,-1.606775,0.066814244,16.53488,1,1,1,1,0,4,30.983821868896484,372.83374310810444,47.16977351159019,0,999.9,349.5772158849723,-56.44044921385535,True
J063628.40-104112.1,99.1183741,-10.6867079,13.004,10.958,7.043,3.989,0.024,0.021,0.017,0.024,45.1,52.0,65.4,46.0,146.0,127.0,AAAA,2.0459995,7.043,13.004,2345.2000000000003,3.337912,3.7066555,1.1257281,16.699448,0,0,1.1897446,-4.49846,-2.1033325,14.487762,0,1,0.86066085,-4.429936,-2.6026223,12.842344,1,1,1,1,0,4,33.398895263671875,193.5071058126807,47.065719865676876,0,999.9,220.81689859783222,-8.141597214997407,True
J140537.24-413144.7,211.4051841,-41.5291042,16.664,14.056,8.803,6.538,0.086,0.044,0.022,0.055,12.6,24.5,48.5,19.8,-34.0,134.0,AAAA,2.6079998,8.803,16.664,308.7,4.5028224,2.0046303,-1.0670935,15.448318,0,0,3.0176127,-1.9889301,0.95567214,18.030231,0,0,2.7305968,-2.019085,0.7663899,16.595152,1,1,1,1,0,4,30.896635055541992,138.24615727028365,47.012318664647296,0,999.9,317.5382149780879,19.229068523052515,True
J222635.81-332345.2,336.6492243,-33.3959067,15.291,12.798,8.717,5.871,0.036,0.025,0.028,0.039,30.0,42.6,39.3,27.6,78.0,-236.0,AAAA,2.493,8.717,15.291,1278.0,4.264452,2.0877979,-0.24448626,15.680567,0,0,2.6435838,-2.1115553,-0.19187188,17.149029,0,0,2.3479598,-2.1368885,-0.49744925,15.670908,1,1,1,1,0,4,31.361133575439453,248.55582873873627,46.99779477615356,0,999.9,12.605477438172361,-58.26697211690048,True
J193555.86-502607.4,293.9827541,-50.4353902,16.246,13.618,9.098,7.193,0.081,0.033,0.033,0.091,13.4,32.6,32.9,11.9,-502.0,-571.0,AAAA,2.6280003,9.098,16.246,436.84,4.5442796,1.7193487,-0.8166569,15.3952055,0,0,3.0826628,-1.5683,0.606311,18.035355,0,0,2.7971442,-1.6149946,0.3816236,16.607761,1,1,1,1,0,4,30.7904109954834,760.2927067912726,46.97385286213413,0,999.9,347.69983369057917,-27.444107019623942,True
J001455.41-274913.5,3.7309122,-27.8204368,16.586,13.929,9.146,6.723,0.088,0.044,0.032,0.075,12.3,25.0,34.1,14.4,-184.0,166.0,AAAA,2.6570005,9.146,16.586,307.5,4.604391,1.6729295,-1.0203617,15.302205,0,0,3.1769843,-1.4998578,0.890481,18.21042,0,1,2.8936365,-1.5492437,0.6945921,16.79368,1,1,1,1,0,4,30.60441017150879,247.81444671366518,46.867596797089575,0,999.9,25.948030626039877,-81.87336081476083,True
J050134.96-085159.0,75.3956877,-8.86639,14.736,12.278,8.789,4.675,0.033,0.024,0.03,0.026,32.9,44.9,36.1,41.3,403.0,289.0,AAAA,2.4580002,8.789,14.736,1477.2099999999998,4.1919045,2.01817,0.08803196,15.691001,0,0,2.5297492,-2.0088935,-0.65573764,16.773117,0,1,2.2315052,-2.0382633,-1.0083244,15.2818985,1,1,1,1,0,4,31.38200187683105,495.913298873906,46.80939525476127,0,999.9,208.3274348847165,-28.413288695308484,True
J005806.64+072735.4,14.527669,7.4598409,14.401,11.903,9.168,6.929,0.031,0.023,0.033,0.095,35.6,47.3,32.5,11.4,103.0,-610.0,AAAA,2.4980001,9.168,14.401,1683.88,4.274816,1.6516539,0.28874108,15.59067,0,0,2.6598463,-1.4684882,-0.93572855,16.89128,0,1,2.3645964,-1.5191076,-1.3166903,15.4150305,1,1,1,1,0,4,31.181339263916016,618.6347872533519,46.75953698379524,0,999.9,125.84376508714887,-55.374175910247416,True
J131057.59-234429.0,197.739965,-23.7414141,14.396,11.921,9.066,6.306,0.028,0.022,0.026,0.049,39.0,48.5,42.1,22.2,28.0,1.0,AAAA,2.4750004,9.066,14.396,1891.5,4.2271423,1.7502942,0.2917368,15.598605,0,0,2.585041,-1.6139272,-0.9399076,16.71753,0,1,2.2880697,-1.6588277,-1.3212929,15.232674,1,1,1,1,0,4,31.19721031188965,28.0178514522438,46.639831912051854,0,999.9,308.6760559873783,38.91250132216698,True
